"finess_ET","finess_EJ","RS","cat","statut","address","lat","lng","LIT_chir","LIT_obs","LIT_HAD","LIT_med","LIT_psy","LIT_SLD","LIT_SSR","SEJHC_chir","SEJHC_obs","SEJHC_HAD","SEJHC_med","SEJHC_psy","SEJHC_SLD","SEJHC_SSR","JOU_chir","JOU_obs","JOU_HAD","JOU_med","JOU_psy","JOU_SLD","JOU_SSR","PLA_chir","PLA_obs","PLA_HAD","PLA_med","PLA_psy","PLA_SLD","PLA_SSR","SEJHP_chir","SEJHP_obs","SEJHP_HAD","SEJHP_med","SEJHP_psy","SEJHP_SLD","SEJHP_SSR","LIT_total","SEJHC_total","JOU_total","PLA_total","SEJHP_total"
"030000061","030780092","CENTRE HOSPITALIER MOULINS YZEURE","CH","Public","CENTRE HOSPITALIER MOULINS YZEURE 10 AV GAL DE GAULLE 03006 MOULINS CEDEX",46.571039,3.325957,72,29,NA,253,188,80,40,4374,1455,NA,10105,2123,57,374,24055,6891,4791,76126,52748,29303,13228,8,2,16,11,68,NA,7,1772,258,305,652,13058,NA,1474,662,18488,207142,112,17519
"030000079","030780100","CENTRE HOSPITALIER DE MONTLUCON","CH","Public","CENTRE HOSPITALIER DE MONTLUCON 18 AV DU 8 MAI 1945 03109 MONTLUCON CEDEX",46.342195,2.609543,33,33,NA,237,NA,60,30,1313,1994,NA,12391,NA,31,400,6816,7739,3949,76635,NA,21711,10962,4,3,30,11,NA,NA,0,548,459,249,603,NA,NA,0,393,16129,127812,48,1859
"030000087","030780118","CH JACQUES LACARIN VICHY","CH","Public","CH JACQUES LACARIN VICHY BD DENIERE 03201 VICHY CEDEX",46.1245373,3.4351307,81,24,NA,230,85,115,73,4016,2006,NA,13736,952,43,847,19824,6182,16752,70940,25910,40944,30249,21,NA,50,20,45,NA,0,4655,0,557,970,10969,NA,834,608,21600,210801,136,17985
"030000095","030780126","CH BOURBON L'ARCHAMBAULT","CH","Public","CH BOURBON L ARCHAMBAULT 27 R DE LA REPUBLIQUE 03160 BOURBON L ARCHAMBAULT",46.5796912,3.0471926,NA,NA,NA,10,NA,NA,35,NA,NA,NA,115,NA,NA,351,NA,NA,NA,1857,NA,NA,11864,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,468,45,466,13721,2,468
"030000160","030780282","CENTRE HOSPITALIER SPECIALISE D'AINAY","CHS","Public",NA,NA,NA,NA,NA,NA,NA,60,40,NA,NA,NA,NA,NA,790,10,NA,NA,NA,NA,NA,15380,14541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,800,29921,0,0
"030001689","030005821","CENTRE DE RADIOTHERAPIE JOSEPH BELOT","Autre","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"030002208","030002158","CH DPT COEUR DU BOURBONNAIS","CH","Public","CH DPT COEUR DU BOURBONNAIS 03240 TRONGET",46.3045479,3.2819188,NA,NA,NA,10,NA,NA,159,NA,NA,NA,140,NA,NA,902,NA,NA,NA,1973,NA,NA,35839,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,169,1042,37812,0,0
"030003669","630000990","UNITE DE DIALYSE DE MONTLUCON","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE DE MONTLUCON 95 AV DES DROITS DE L HOMME 03100 MONTLUCON",46.3516368,2.5823353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"030003719","630000990","UNITE DE DIALYSE DE MOULINS","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE DE MOULINS 10 AV DU GENERAL DE GAULLE 03006 MOULINS CEDEX",46.571039,3.325957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"030003768","630000990","UNITE DE DIALYSE DE VICHY","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE DE VICHY 54 BD DENIERE 03209 VICHY CEDEX",46.1272419,3.4344069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"030780548","030000194","POLYCLINIQUE LA PERGOLA","Etablissement de soins pluridisciplinaire","Prive lucratif","POLYCLINIQUE LA PERGOLA 75 ALL DES AILES 03205 VICHY CEDEX",46.1502009,3.4116442,74,NA,NA,6,NA,NA,50,2983,0,NA,323,NA,NA,442,9632,0,NA,2063,NA,NA,14689,16,NA,NA,NA,NA,NA,NA,4403,0,NA,0,NA,NA,NA,130,3748,26384,16,4403
"030781116","030000426","POLYCL. ST FRANCOIS-ST ANTOINE","Etablissement de soins pluridisciplinaire","Prive lucratif","HOPITAL PRIVE SAINT-FRANCOIS 8 R AMBROISE CROIZAT 03630 DESERTINES",46.3444185,2.6186713,130,NA,NA,70,NA,NA,65,5995,0,NA,2945,NA,NA,763,25744,0,NA,29384,NA,NA,20673,24,NA,NA,24,NA,NA,NA,7877,0,NA,27,NA,NA,NA,265,9703,75801,48,7904
"030781637","030780100","SERVICE DE PSYCHIATRIE CHATELARD","CH","Public",NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,14717,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,8804,NA,NA,51,466,14717,37,8804
"030785430","030785422","POLYCLINIQUE SAINT-ODILON","Etablissement de soins chirurgicaux","Prive lucratif","POLYCLINIQUE SAINT-ODILON 32 AV PROFESSEUR E SORREL 03000 MOULINS",46.5415026,3.3372416,64,NA,NA,21,NA,NA,NA,2121,NA,NA,742,NA,NA,NA,8192,NA,NA,4872,NA,NA,NA,27,NA,NA,3,NA,NA,NA,4835,NA,NA,0,NA,NA,NA,85,2863,13064,30,4835
"040000028","040780124","HOPITAL DIEUDONNE COLLOMP BANON","CH","Public","EPS DIEUDONNE COLLOMP DE BANON RTE DE FORCALQUIER 04150 BANON",44.0423286,5.6308138,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,5631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,175,5631,0,0
"040000036","040780132","CENTRE HOSPITALIER PIERRE GROUES DE BARCELONNETTE","CH","Public","EPS PIERRE GROUES DE BARCELONNETTE 8 R MAURIN 04400 BARCELONNETTE",44.3877792,6.6496065,NA,NA,NA,5,NA,NA,10,NA,NA,NA,89,NA,NA,109,NA,NA,NA,947,NA,NA,3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,15,198,4054,0,0
"040000044","040780140","ETABLISSEMENT PUBLIC DE SANTE","CH","Public","EPS DUCELIA DE CASTELLANE QUA NOTRE DAME 04120 CASTELLANE",43.8465757,6.5081336,NA,NA,NA,4,NA,NA,5,NA,NA,NA,47,NA,NA,60,NA,NA,NA,407,NA,NA,2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,9,107,2602,0,0
"040000051","040780173","HOPITAL LOCAL GLANDEVES D'ENTREVAUX","CH","Public","EPS LE PARC DE GLANDEVES D ENTREVAUX PARC DE GLANDEVES 04320 ENTREVAUX",43.948101,6.824471,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,3909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,135,3909,0,0
"040000069","040780181","HOPITAL LOCAL ST MICHEL DE FORCALQUIER","CH","Public","EPS SAINT MICHEL DE FORCALQUIER 26 QU ST MARC 04300 FORCALQUIER",43.9600504,5.7760076,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,14290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,428,14290,0,0
"040000077","040780199","HOPITAL LOCAL SAINTE ANNE DE JAUSIERS","CH","Public","EPS SAINTE ANNE DE JAUSIERS QUA SAINTE ANNE 04850 JAUSIERS",44.4170423,6.7289899,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,45,751,0,0
"040000085","040780207","HOPITAL LOCAL LES MEES","CH","Public","EPS LES MEES 4 R PRES D ASTRUC 04190 LES MEES",44.02976,5.9727935,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,2883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,95,2883,0,0
"040000093","040780215","CENTRE HOSPITALIER DE MANOSQUE","CH","Public","CENTRE HOSPITALIER DE MANOSQUE R AUGUSTE GIRARD 04101 MANOSQUE CEDEX",43.8286757,5.8058024,41,18,NA,127,NA,30,NA,2178,1273,NA,7697,NA,6,NA,10194,4912,NA,36772,NA,10844,NA,10,1,NA,10,NA,NA,NA,1440,470,NA,34,NA,NA,NA,216,11154,62722,21,1944
"040000119","040780231","HOPITAL LOCAL LUMIERE DE RIEZ","CH","Public","EPS LUMIERE DE RIEZ PL EMILE BOUTEUIL 04500 RIEZ",43.8186652,6.0899342,NA,NA,NA,4,NA,NA,15,NA,NA,NA,218,NA,NA,296,NA,NA,NA,996,NA,NA,5225,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,19,514,6221,0,0
"040000127","040780249","Etablissement Public de SantÈ VallÈe de la Blanche","CH","Public","EPS VALLEE DE LA BLANCHE RTE DE SAINT PONS 04140 SEYNE LES ALPES",44.3533153,6.3608285,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,40,502,0,0
"040000135","050002948","SITE DE SISTERON","CH","Public","CHI DES ALPES DU SUD SITE DE SISTERON 4 AV DE LA LIBERATION 04203 SISTERON CEDEX",44.1932193,5.9435891,NA,NA,NA,42,NA,NA,27,NA,NA,NA,2117,NA,NA,336,NA,NA,NA,12625,NA,NA,8337,NA,NA,NA,3,NA,NA,10,NA,NA,NA,354,NA,NA,1050,69,2453,20962,13,1404
"040000911","040788879","CENTRE HOSPITALIER DE DIGNE LES BAINS","CH","Public","CENTRE HOSPIT GENERAL DIGNE LES BAINS QUA SAINT CHRISTOPHE 04003 DIGNE LES BAINS CEDEX",44.070197,6.175689,30,18,NA,107,134,NA,NA,1698,951,NA,5244,2162,NA,NA,8495,2792,NA,37378,39586,NA,NA,16,1,NA,10,98,NA,NA,2374,198,NA,714,26336,NA,NA,289,10055,88251,125,29622
"040003113","330029208","AUTODIALYSE CH SISTERON","Structure d'alternative a la dialyse","Prive lucratif","HEMOD DES ALPES AUTODIALYSE SISTERON 4 AV DE LA LIBERATION 04200 SISTERON",44.1934043,5.9440314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"040780389","040000150","SA GEMAVI","Etablissement de soins medicaux","Prive lucratif","CLINIQUE MEDICALE JEAN GIONO 81 BD CHARLES DE GAULLE 04100 MANOSQUE",43.8300577,5.7882194,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,989,NA,NA,NA,NA,NA,NA,29356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,989,29356,0,0
"040780405","040000168","CENTRE DES CARMES","SSR prive","Prive lucratif","CENTRE DES CARMES 689 R MARIUS AUTRIC 04510 AIGLUN",44.0588001,6.1475657,NA,NA,NA,NA,NA,41,70,NA,NA,NA,NA,NA,30,577,NA,NA,NA,NA,NA,14080,25216,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1940,111,607,39296,10,1940
"040780470","040000192","CLINIQUE TOUTES AURES","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE TOUTES AURES AV DES SAVELS 04100 MANOSQUE",43.824375,5.781178,47,NA,NA,NA,NA,NA,NA,857,NA,NA,NA,NA,NA,NA,3368,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,4665,NA,NA,NA,NA,NA,NA,47,857,3368,7,4665
"040780488","040000200","CRF DE HAUTE PROVENCE L'EAU VIVE","SSR prive","Prive lucratif","CRF DE HAUTE PROVENCE L EAU VIVE LE VILLAGE 04250 TURRIERS",44.3942781,6.1733315,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,663,NA,NA,NA,NA,NA,NA,27667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,663,27667,0,0
"040780520","920000395","SOINS DE SUITE LE VERDON","SSR prive","Prive lucratif","ROUTE DE RIEZ 04800 GREOUX LES BAINS",43.7567989,5.9143334,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,14092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,433,14092,0,0
"040782021","130037815","UGECAM CENTRE MEDICAL LE COUSSON","SSR prive","ESPIC","CENTRE MEDICAL LE COUSSON RTE DE NICE 04000 DIGNE LES BAINS",44.0711438,6.2099325,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,604,NA,NA,NA,NA,NA,NA,19990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,604,19990,0,0
"040784860","330029208","HEMODIALYSE DES ALPES TOUTES AURES","Centre de dialyse","Prive lucratif","HEMODIALYSE DES ALPES TOUTES AURES CHE AUGUSTE GIRARD 04100 MANOSQUE",43.8282191,5.8054537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0
"040787541","330029208","AUTODIALYSE CH CHARLES ROMIEU","Structure d'alternative a la dialyse","Prive lucratif","HEMOD DES ALPES AUTODIALYSE DE DIGNE QUA ST CHRISTOPHE 04000 DIGNE LES BAINS",44.070197,6.175689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"050000041","130037815","CENTRE MEDICAL RHONE AZUR BRIANCON","SSR prive","ESPIC","CENTRE MEDICAL RHONE AZUR BRIANCON 70 RTE DE GRENOBLE 05105 BRIANCON CEDEX",44.9054303,6.6327053,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,861,NA,NA,NA,NA,NA,NA,33333,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6013,120,861,33333,15,6013
"050000058","050000033","CENTRE MEDICAL RIO VERT","SSR prive","ESPIC","CENTRE MEDICAL RIO VERT 273 R DES VERGERS 05110 LA SAULCE",44.4226512,6.0004935,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,471,NA,NA,NA,NA,NA,NA,17341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,471,17341,0,0
"050000066","050000082","CENTRE MEDICAL LA SOURCE","SSR prive","Prive lucratif","CENTRE MEDICAL LA SOURCE 05260 ST LEGER LES MELEZES",44.6491657,6.202594,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,NA,18870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,540,18870,0,0
"050000090","050006931","POLYCLINIQUE DES ALPES DU SUD","Etablissement de soins pluridisciplinaire","Prive lucratif","POLYCLINIQUE DES ALPES DU SUD GAP 3 R DR ANTONIN CORONAT 05000 GAP",44.5685984,6.069876,50,NA,NA,25,NA,NA,NA,2950,NA,NA,864,NA,NA,NA,8705,NA,NA,3312,NA,NA,NA,14,NA,NA,11,NA,NA,NA,8033,NA,NA,56,NA,NA,NA,75,3814,12017,25,8089
"050000132","050007145","CH BUECH DURANCE SIEGE","CH","Public",NA,NA,NA,NA,NA,NA,5,116,25,12,NA,NA,NA,NA,1763,8,85,NA,NA,NA,NA,32052,9027,3477,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,5629,NA,NA,158,1856,44556,40,5629
"050000223","050000108","CENTRE HOSPITALIER D'AIGUILLES","CH","Public","CENTRE HOSPITALIER D AIGUILLES R SAINT JACQUES 05470 AIGUILLES",44.780438,6.8680678,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,1417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,36,1417,0,0
"050000231","050000116","CH DES ESCARTONS DE BRIANCON","CH","Public","CH DES ESCARTONS DE BRIANCON 26 AV ADRIEN DAURELLE 05105 BRIANCON CEDEX",44.9062595,6.6326825,31,14,NA,56,21,30,NA,2356,869,NA,2706,345,15,NA,9092,2883,NA,12802,6466,10246,NA,10,NA,NA,7,14,NA,NA,1211,0,NA,205,3106,NA,NA,152,6291,41489,31,4522
"050000256","050000124","CENTRE HOSPITALIER D'EMBRUN","CH","Public","CENTRE HOSPITALIER D EMBRUN 8 R PIERRE ET MARIE CURIE 05200 EMBRUN",44.5613927,6.4927887,NA,NA,NA,27,NA,30,34,NA,NA,NA,1068,NA,11,294,NA,NA,NA,8273,NA,10315,10281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,91,1373,28869,0,0
"050000298","050000496","LA GUISANE","SSR prive","Prive lucratif","LA GUISANE R CROIX DE BRETAGNE 05100 VILLAR ST PANCRACE",44.879061,6.639176,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,233,15108,0,0
"050000306","050000538","LES HIRONDELLES","SSR prive","Prive lucratif","LES HIRONDELLES 17 R DE LA MAISONNETTE 05100 VILLAR ST PANCRACE",44.8755418,6.6219774,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,NA,13442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,336,13442,0,0
"050000330","050007145","CHABRE COURT SEJOUR SSR","CH","Public","CHABRE COURT SEJOUR SSR PL DES AIRES 05300 LARAGNE MONTEGLIN",44.3160727,5.823222,NA,NA,NA,5,NA,NA,12,NA,NA,NA,37,NA,NA,85,NA,NA,NA,816,NA,NA,3477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,17,122,4293,0,0
"050000348","050002948","SITE DE GAP","CH","Public","CHI DES ALPES DU SUD SITE DE GAP 1 PL AUGUSTE MURET 05007 GAP CEDEX",44.5570382,6.073562,59,30,NA,205,NA,50,20,4047,2306,NA,9393,NA,17,34,17653,9151,NA,52187,NA,1666,954,14,3,NA,19,NA,NA,0,2507,194,NA,406,NA,NA,NA,364,15797,81611,36,3107
"050000371","050003508","LES JEUNES POUSSES","SSR prive","Prive lucratif","LES JEUNES POUSSES 34 AV DE LA REPUBLIQUE 05102 BRIANCON CEDEX",44.8969951,6.6387942,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,14398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,155,14398,0,0
"050000454","050000645","LE FUTUR ANTERIEUR","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,9808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,109,9808,0,0
"050000488","050000678","CTRE DES MALADIES RESPIRATOIRES ET ALLERGIQUES LES ACACIAS","SSR prive","Prive lucratif","CTRE PNEUMO ALLERGOLOGIE LES ACACIAS 46 RTE DE GRENOBLE 05107 BRIANCON CEDEX",44.908556,6.6318,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,24967,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,77,700,24967,0,0
"050000637","050001163","CENTRE MEDICAL MONTJOY","SSR prive","Prive lucratif","CENTRE MEDICAL MONTJOY 52 RTE DE GRENOBLE 05100 BRIANCON",44.9116859,6.6300099,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,441,NA,NA,NA,NA,NA,NA,21328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,441,21328,0,0
"050000991","050000546","CENTRE MEDICAL CHANT'OURS","SSR prive","ESPIC","CENTRE MEDICAL CHANT OURS 118 RTE DE GRENOBLE 05107 BRIANCON CEDEX",44.9193259,6.6205602,NA,NA,NA,NA,40,NA,181,NA,NA,NA,NA,320,NA,1468,NA,NA,NA,NA,12920,NA,53968,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,445,221,1788,66888,4,445
"050001064","050000561","CENTRE MEDICAL LA DURANCE","SSR prive","ESPIC","CENTRE MEDICAL LA DURANCE QUA LES BOULONGEONS 05130 TALLARD",44.4622175,6.0616319,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,845,NA,NA,NA,NA,NA,NA,29343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,845,29343,0,0
"050002351","130037815","CENTRE MEDICAL RHONE AZUR GAP","SSR prive","ESPIC","CENTRE RHONE AZUR GAP 2 CHE DES PEUPLIERS 05000 GAP",44.5680801,6.0691148,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,273,NA,NA,NA,NA,NA,NA,7954,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,8115,25,273,7954,15,8115
"050003359","380793802","UNITE DE DIALYSE MEDICALISEE AGDUC","Structure d'alternative a la dialyse","ESPIC","AGDUC UNITE DE DIALYSE MED BRIANCON 26 AV ADRIEN DAURELLE 05105 BRIANCON CEDEX",44.9069148,6.6332868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"050006022","380793802","UNITE D'AUTODIALYSE AGDUC ADRET","Structure d'alternative a la dialyse","ESPIC","AGDUC UNITE D AUTODIALYSE ADRET GAP 1 PL AUGUSTE MURET 05000 GAP",44.5568276,6.0732846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"050006436","050002948","MEDECINE GERIATRIQUE SITE GAP ADRET","CH","Public","RUE GEORGES POUGET 05000 GAP",44.560633,6.0653482,NA,NA,NA,0,NA,0,0,NA,NA,NA,334,NA,22,169,NA,NA,NA,2917,NA,16343,5134,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,525,24394,0,0
"050007368","050007343","GCS HAD DES ALPES DU SUD","GCS-ES","Prive non lucratif (non ESPIC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10452,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,0,0,10452,38,283
"050007533","130784127","INSTITUT PAOLI CALMETTES RADIOTH GAP","CLCC","ESPIC","INSTITUT PAOLI CALMETTES RADIOTH GAP 1 PL AUGUSTE MURET 05007 GAP CEDEX",44.557006,6.073268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0
"060000163","060780327","HOPITAL LOCAL ST MAUR ST ETIENNE TINEE","CH","Public","CH SAINT MAUR SAINT ETIENNE TINEE 3 R DROITE 06660 ST ETIENNE DE TINEE",44.2559675,6.9246771,NA,NA,NA,4,NA,NA,6,NA,NA,NA,66,NA,NA,43,NA,NA,NA,1111,NA,NA,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,10,109,2261,0,0
"060000296","060780640","LA MAISON DU MINEUR","SSR prive","ESPIC","LA MAISON DU MINEUR 577 RTE DE COURSEGOULES 06141 VENCE CEDEX",43.7278667,7.1015898,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,915,NA,NA,NA,NA,NA,NA,24213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,915,24213,0,0
"060000304","060780657","CENTRE HOSPITALIER DE BREIL SUR ROYA","CH","Public","CENTRE HOSPITALIER DE BREIL SUR ROYA R CORDIER 06540 BREIL SUR ROYA",43.9460302,7.5153366,NA,NA,NA,5,NA,NA,10,NA,NA,NA,117,NA,NA,137,NA,NA,NA,1284,NA,NA,3311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,15,254,4595,0,0
"060000411","060780780","HL DU PAYS DE LA ROUDOULE A PUGET","CH","Public","CH DU PAYS DE LA ROUDOULE PUGET QUA LA CONDAMINE 06260 PUGET THENIERS",43.9527834,6.8985973,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,104,1594,0,0
"060000445","060780814","CTRE REEDUC CARDIO RESP VAL GORBIO","CH","Public","CTRE REEDUC CARDIO RESP VAL GORBIO VAL DE GORBIO 06504 MENTON CEDEX",43.7818308,7.468387,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,470,NA,NA,NA,NA,NA,NA,20297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,470,20297,0,0
"060000478","060780897","CENTRE HOSPITALIER DE GRASSE","CH","Public","CENTRE HOSPITALIER DE GRASSE CHE DE CLAVARY 06135 GRASSE CEDEX",43.6200231,6.9302223,59,48,NA,163,31,NA,30,3391,3667,NA,8852,334,NA,258,15462,15418,3995,48844,11315,NA,10497,7,2,15,26,12,NA,NA,2058,400,95,478,1940,NA,NA,331,16502,105531,62,4971
